3	11.301000
6	8.754500
9	6.412000
12	5.035600
15	4.364700
18	3.807200
21	3.158100
24	2.700800
27	2.353300
30	1.826900
33	1.460300
36	1.225800
39	0.960200
42	0.754300
45	0.654900
48	0.617300
51	0.568300
54	0.480100
57	0.579400
60	0.580000
63	0.570000
66	0.473700
69	0.524900
72	0.449100
75	0.571800
78	0.466400
81	0.503500
84	0.498100
87	0.362100
90	0.603600
93	0.509900
96	0.432100
99	0.473100
102	0.401700
105	0.441500
108	0.487800
111	0.506700
114	0.531700
117	0.422500
120	0.586400
123	0.483300
126	0.534100
129	0.560900
132	0.482300
135	0.397100
138	0.311700
141	0.374600
144	0.415000
147	0.413800
150	0.475400
153	0.428600
156	0.362200
159	0.305800
162	0.381400
165	0.330700
168	0.307000
171	0.354200
174	0.307400
177	0.357800
180	0.375100
183	0.329000
186	0.378500
189	0.325600
192	0.418700
195	0.342300
198	0.346200
201	0.398800
204	0.321800
207	0.324200
210	0.365800
213	0.341800
216	0.356800
219	0.333200
222	0.300700
225	0.267700
228	0.313800
231	0.320900
234	0.362700
237	0.419900
240	0.349100
243	0.291500
246	0.352100
249	0.362000
252	0.306100
255	0.304600
258	0.326300
261	0.376500
264	0.325400
267	0.288200
270	0.303700
273	0.274700
276	0.346400
279	0.269200
282	0.292100
285	0.265000
288	0.217900
291	0.284900
294	0.328500
297	0.242800
300	0.242300
303	0.331300
306	0.287900
309	0.272600
312	0.300500
315	0.272600
318	0.316800
321	0.282900
324	0.248100
327	0.235200
330	0.223100
333	0.299200
336	0.315500
339	0.256100
342	0.262300
345	0.267500
348	0.273000
351	0.276800
354	0.291800
357	0.277700
360	0.289800
363	0.335100
366	0.246800
369	0.250800
372	0.274500
375	0.254500
378	0.270700
381	0.228300
384	0.319700
387	0.275800
390	0.306100
393	0.253900
